sector_id,delta_industry_output
1,0.13490606550476514
2,0.15258099214406684
3,0.004668372738706239
4,0.022558799475518754
5,0.009254318101739045
6,0.06410663960559759
7,0.800059808709193
8,0.10484886469203047
9,0.019805352942057652
10,0.038439208728959784
11,0.0019880445615854114
12,0.4905282782856375
13,0.14904963757726364
14,4.033383642135959
15,0.16986325848847628
16,0.039700941466435324
17,0.03708349517546594
18,0.027261044022452552
19,0.054178118269192055
20,0.07326644533895887
21,0.1350182901660446
22,0.013756570191617357
23,0.03294535444001667
24,0.037383550763479434
25,0.008326248818775639
26,0.0058141550834989175
27,0.06823266289575258
28,0.03843773806875106
29,0.12495816926821135
30,0.06946562021767022
31,0.017935513835254824
32,0.011959008628764423
33,0.03555373194103595
34,0.12919322297966573
35,0.1418527192872716
36,0.13493871077662334
37,0.9586340593523346
38,0.4819754012860358
39,0.023718331940472126
40,0.08374387869844213
41,0.1424435333465226
42,0.05494835740682902
43,0.1061237184330821
44,0.09696874358633067
45,0.04562130668273312
46,0.03808775982906809
47,0.062229861672676634
48,0.032538187617319636
49,0.16489993588766083
50,0.11512254970148206
51,0.036418304101971444
52,0.01951214606378926
53,0.020344931956060464
54,0.09670792537508532
55,0.011648092313407687
56,0.016610954808129463
57,0.04488226211833535
58,0.013417029804259073
59,0.014252177010348532
60,0.006149640354124131
61,0.052750158225535415
62,0.042659705446567386
63,0.006573988724994706
64,0.03080643757857615
65,0.011539425460796338
66,0.035897376597858965
67,0.03823830559849739
68,0.018305449571926147
69,0.0030723254894837737
70,0.20033782607060857
71,0.015095934562850744
72,0.002832462641890743
73,0.002406143226835411
74,0.0015389711879834067
75,0.013427873142063618
76,0.0010008245371864177
77,0.009665026067523286
78,0.001786186012395774
79,0.08175962070527021
80,0.8355989132542163
81,0.023856251704273745
82,0.012292509170947596
83,0.0048199950833804905
84,0.06699238927103579
85,0.06102310508140363
86,0.0856925750413211
87,0.00907780939451186
88,0.15874057862674817
89,0.011011241789674386
90,0.13953940046485513
91,0.07993492763489485
92,0.08756812344654463
93,0.04175912679056637
94,0.03765725941048004
95,0.031778623422724195
96,0.005811933850054629
97,0.3297732025384903
98,0.0670287121029105
99,0.14646382280625403
100,0.3053289601812139
101,0.5168830549810082
102,0.0037477806909009814
103,0.0696081982459873
104,0.07363005660590716
105,0.530160250607878
106,0.028980012888496276
107,0.04645850595261436
108,0.08117007277905941
109,0.29039382154587656
110,0.21182492896332406
111,0.5262395024765283
112,0.05007961712908582
113,0.14495660617831163
114,0.21912218202487566
115,0.030759970424696803
116,0.06387078569969162
117,0.003938606456358684
118,0.02976515738919261
119,0.08193769755598623
120,0.21888318815035746
121,0.044422163598937914
122,0.028784911530237878
123,0.12527432927163318
124,0.06295151675294619
125,0.023050535393849714
126,0.06283819639065769
127,0.250592762226006
128,0.06358862375782337
129,0.2959181838814402
130,0.00017626144108362496
131,0.011529280105605721
132,0.0027870872654602863
133,0.0016751422081142664
134,3.244442632421851e-05
135,0.00010920084605459124
136,0.00026956552756018937
137,0.0003112644553766586
138,2.1413565264083445e-05
139,5.262885315460153e-05
140,0.00021913449745625257
141,0.00013964809477329254
142,5.171291559236124e-05
143,0.0012408581678755581
144,0.0002155606562155299
145,0.055667395106866024
146,0.0049866874287545215
147,0.012666913615248632
148,0.00911350751266582
149,0.02752829717064742
150,0.0003058897182199871
151,0.001525912248325767
152,0.007169659143983154
153,0.024952660241979174
154,0.1025720703182742
155,0.06867500307271257
156,0.05736261891433969
157,0.02458241060958244
158,0.19863854857248953
159,0.09663196984183742
160,0.049964522251684684
161,0.0003172513752360828
162,5.1128154154866934e-08
163,0.024143487738911062
164,0.044799326235079207
165,0.00010986128472723067
166,0.0015007944602984935
167,0.029157321725506335
168,1.811713445931673e-09
169,0.10560052026994526
170,0.09081817643891554
171,0.028609325410798192
172,0.00011472683399915695
173,14.73087051953189
174,1.902226358652115e-07
