sector_id,delta_commodity_output
1,0.030129772087093443
2,0.03143239961354993
3,0.0006974167486077931
4,0.0037722439847129863
5,0.0014754349049326265
6,0.03264318314904813
7,0.3776418702036608
8,0.018240917095681652
9,0.0028965017809241544
10,0.017787803684768733
11,0.006039842846803367
12,0.04599681025138125
13,0.020515740267001092
14,4.60775934693811
15,0.056759020779281855
16,0.007252062961924821
17,0.005329163483111188
18,0.0019614503617049195
19,0.006223392018000595
20,0.016866959078470245
21,0.026252666139043868
22,0.002305900023202412
23,0.0018024640303337947
24,0.007466266513802111
25,0.0014024867414264008
26,0.0014593432861147448
27,0.0046659232866659295
28,0.003376451197254937
29,0.011561710738533293
30,0.0019531447424014914
31,0.003684197443362791
32,0.0017245699600607622
33,0.004872142366366461
34,0.01579631515778601
35,0.01735943221137859
36,0.011312474380247295
37,0.22095024783629924
38,0.11525638733291999
39,0.0008837833884172142
40,0.010540120783844031
41,0.022156064049340785
42,0.011607164531596936
43,0.0182043285749387
44,0.02479086564562749
45,0.004055302573760855
46,0.007725633564405143
47,0.011878810582857113
48,0.005227627683780156
49,0.02974323954549618
50,0.024159383261576295
51,0.01019699861353729
52,0.0040588241899968125
53,0.0038561140972888097
54,0.02375601779203862
55,0.0013655131369887386
56,0.003121889243629994
57,0.009406607037817594
58,0.002744758709013695
59,0.00450198070393526
60,0.0005087959871161729
61,0.010808253529830836
62,0.005640077404677868
63,0.0003880601930177363
64,0.005874295649846317
65,0.0015948985310387798
66,0.006387880850525107
67,0.006239051312149968
68,0.0005343244411051273
69,0.000558946885576006
70,0.04629803478019312
71,0.0017190069193020463
72,0.0010763262180262245
73,0.00016373308608308434
74,0.00021520214431802742
75,0.0014004882614244707
76,2.0771049094037153e-05
77,0.0004454935115063563
78,2.1055513570900075e-05
79,0.0046720973259652965
80,0.18621028820052743
81,0.000436456932220608
82,8.34390230011195e-05
83,0.00017988571198657155
84,0.006989540648646653
85,0.013723634328925982
86,0.026348492057877593
87,0.004052280535688624
88,0.03907242475543171
89,0.007167694900999777
90,0.0583132082465454
91,0.02451037085847929
92,0.00844100110407453
93,0.020337591515271924
94,0.005999658606015146
95,0.006222105206688866
96,0.0005937975383858429
97,0.08697385585401207
98,0.038356888777343556
99,0.022558298049261793
100,0.05419396050274372
101,0.09135842556133866
102,0.002471562213031575
103,0.02697772637475282
104,0.04990440607070923
105,0.11554942280054092
106,0.00650978296471294
107,0.01654717023484409
108,0.013462297909427434
109,0.04725154914194718
110,0.043261985323624685
111,0.12500820850254968
112,0.012185652056359686
113,0.06901696766726673
114,0.05376069078920409
115,0.0026227575726807117
116,0.036625260137952864
117,0.0007197722625278402
118,0.004319918774854159
119,0.016541112592676654
120,0.0509330743807368
121,0.008040954766329378
122,0.008033036061533494
123,0.05494684254517779
124,0.012480076184147038
125,0.004761762102134526
126,0.01575668532314012
127,0.0510388724214863
128,0.00941523121582577
129,0.07528528134571388
130,0.0
131,0.0027766047860495746
132,0.006950676513952203
133,2.6256078854203224e-05
134,0.0
135,8.207862265408039e-07
136,1.0920295608229935e-05
137,1.4736338926013559e-05
138,0.0
139,6.536513683386147e-05
140,3.1685922294855118e-06
141,4.43200406152755e-05
142,2.0196603145450354e-07
143,0.0
144,0.0
145,0.003756013378733769
146,0.0007357006470556371
147,0.001992626828723587
148,0.0013743440867983736
149,0.00587801755318651
150,0.0
151,1.1150415957672521e-05
152,0.0006476164853665978
153,0.0021107155334902927
154,0.01290957591845654
155,0.010775003000162542
156,0.014138581696897745
157,0.004720794357126579
158,0.02248309556307504
159,0.014943327798391692
160,0.011820760868431535
161,6.505999772343785e-05
162,0.0
163,0.004571464716718765
164,0.007320082368096337
165,0.0
166,2.5302768335677683e-05
167,0.0017547592869959772
168,0.0
169,0.00053104676771909
170,0.01055662173894234
171,0.0
172,0.0
173,0.022715319297276437
174,0.0
175,0.05876144484500401
176,0.014008689759066328
