sector_id,delta_commodity_output
1,0.06537917262176052
2,0.0735644570668228
3,0.0025107915225817123
4,0.012200912555272225
5,0.00547188479322358
6,0.047120953026023926
7,0.6165216887602583
8,0.06085679908574093
9,0.009375351804919774
10,0.02604999125469476
11,0.004855263483477756
12,0.07538042543455958
13,0.07546725336578675
14,10.585173010782455
15,0.11198515212163329
16,0.019083362181845587
17,0.014230672677513212
18,0.012928196985740215
19,0.01991023204755038
20,0.033285946599789895
21,0.06940110330469906
22,0.007773701767291641
23,0.012790747612598352
24,0.021582560628303327
25,0.00351782952202484
26,0.003905137098627165
27,0.018328107107663527
28,0.017348957451758906
29,0.04231967642408563
30,0.024185219095670618
31,0.010624530070344917
32,0.005968706660496537
33,0.018900503528129775
34,0.06061758600117173
35,0.05841758311726153
36,0.049224334259633906
37,0.6142427428276278
38,0.26124555052956566
39,0.004492079431656748
40,0.035258982941741124
41,0.06062293567811139
42,0.026548514397291
43,0.052611386141506955
44,0.058927360689267516
45,0.013155068481864873
46,0.01723670164210489
47,0.02662795030482812
48,0.015000768500613049
49,0.07383753499016166
50,0.055745907011441886
51,0.018719635932939127
52,0.007886579933256144
53,0.009580998317687772
54,0.05096701061120257
55,0.004056913378008176
56,0.009295820891566109
57,0.023514057582360692
58,0.008099286875221878
59,0.009764326132426504
60,0.005099355803395156
61,0.02590616345696617
62,0.01604506603325717
63,0.0027552588126127375
64,0.0186017547348456
65,0.004935887121973792
66,0.01614532302482985
67,0.015825727925403044
68,0.007050882501062006
69,0.0006230559229152277
70,0.08640532358549535
71,0.00322919461177662
72,0.0015387005078082439
73,0.0006541851034853607
74,0.0005248422457952984
75,0.0051970719650853425
76,0.0002384022154728882
77,0.003811865783063695
78,2.916192534030415e-05
79,0.035164107466698624
80,0.38396062701940536
81,0.0012649466225411743
82,0.0012375180085655302
83,0.0008669327653478831
84,0.014288508333265781
85,0.035652220802148804
86,0.04537391581106931
87,0.007379996153758839
88,0.07894690212560818
89,0.010272002822603099
90,0.07913954797550105
91,0.056226724685984664
92,0.03883652834338136
93,0.03383969998685643
94,0.014791708905249834
95,0.01459662058914546
96,0.0021618336395476945
97,0.15470726147759706
98,0.03553227838710882
99,0.028674680361291394
100,0.09480099251959473
101,0.35311585932504386
102,0.0036740013165399432
103,0.05969693907536566
104,0.046742435602936894
105,0.3825296775903553
106,0.031093161378521472
107,0.03765157343877945
108,0.03989941452164203
109,0.12702923378674313
110,0.10119566222419962
111,0.30160801025340334
112,0.031458350516913924
113,0.08661383675644174
114,0.10558742459397763
115,0.01669332932215184
116,0.09502099978271872
117,0.002032422997217509
118,0.011900342957233079
119,0.04151051861117594
120,0.1133350920281373
121,0.018504926818422973
122,0.021535917570872698
123,0.07707327179377899
124,0.03407012166280765
125,0.013120128700393252
126,0.03408942781970836
127,0.1412199964397587
128,0.028636115275730845
129,0.19334957946557552
130,0.0
131,0.0024305270926561207
132,0.009110713421250694
133,7.663836004212499e-05
134,0.0
135,8.333881851285696e-07
136,0.00010185138671658933
137,4.2473031498957425e-05
138,0.0
139,0.00011649415682768449
140,5.699228495359421e-06
141,7.437207386828959e-05
142,6.404079613275826e-07
143,0.0
144,0.0
145,0.00901628101564711
146,0.002086954489641357
147,0.0035869013372575864
148,0.0037408212119771633
149,0.012806406604795484
150,0.0
151,0.0003615266577980947
152,0.004682311409851536
153,0.01248315381235443
154,0.03987737823626958
155,0.03006281837588176
156,0.03680792701197788
157,0.015818292915355414
158,0.15318190000834875
159,0.08762595959706232
160,0.027752229412726592
161,0.0005112464568810537
162,0.0
163,0.009928244464390446
164,0.021724972772062756
165,0.0
166,0.0005277536911307834
167,0.008512681335560046
168,0.0
169,0.00018855498638004065
170,0.041468071402050555
171,0.0
172,0.0
173,0.05935469747055322
174,0.0
175,0.08891334529107553
176,0.03944869390397798
